Smiles,pIC50
CC1=CC(/C=C/C#N)=CC(C)=C1OC1=NC(NC2=CC=C(C#N)C=C2)=NC2=C1CSCC2,4.27
COCCCC1=CC(CN(C(=O)[C@H]2CNCC[C@@H]2C2=CC=C(OCCOC3=C(Cl)C=C(C)C=C3Cl)C=C2)C2CC2)=CC(OCCN(C)C)=C1,5.244999999999999
COC1=CC=C2NC(SCC3=CC=C(C)C=C3)=NC2=C1,5.05
COC1=CC(NC(=O)C2=CC(=O)C3=CC=CC=C3O2)=C(C2=NN(C3=CC=C(CCN4CCC5=CC(N6C=CN=C6)=CC=C5C4)C=C3)N=N2)C=C1OC,6.52
C1=CN=CC(CNCC2=CC=C(CN(C[C@H]3CC4=CC=CC=C4CN3)[C@H]3CCCC4=CC=CN=C43)C=C2)=C1,7.24
O[C@@H]1COCC[C@H]1[C@H]1C2=CC=CC=C2C2=CN=CN21,6.22
CC1=C(C2=CC=CC=C2)N=C2C=CC(Br)=CC2=C1C(=O)NCCC1=CC=CC=N1,5.22
O=C(NC1=CC=C(OC2=CC=C(F)C=C2)C=C1)[C@@H]1C[C@@H](C2=CC=CC=C2)CN1C(=O)CC1=CNC=N1,6.52
S=C1NN=C(C2=C(C3=CC=CC=C3)C3=CC(Cl)=CC=C3N=C2N2CCCCC2)O1,4.82
N#CC1=CNC(C(=O)NC2=CC=C(C3CCN(CCN4CCOCC4)CC3)C=C2C2=CCCCC2)=N1,5.42
O=S(=O)(NC1=NC=CS1)C1=CC(Cl)=C(NCCC2CNC2)C=C1F,4.7
CS(=O)(=O)N(CC1=CNC=N1)C1=CC=C(C2=NC3=CC=CC=C3S2)C=C1,5.82
COC1=CC=C2NC([S+]([O-])CC3=NC=C(C)C(OC)=C3C)=NC2=C1,4.11
COC1=CC=C(C2=NC(C3=CC=C(Cl)C=C3F)C(C(=O)NC3=CC=C4NN=CC4=C3)C(C)=N2)C=N1,5.6
COC1=CC=C(C2=NC(CS(=O)(=O)C3=CC=CC(Cl)=C3)=NC3=C2SC=C3)C=N1,5.17
CC#C[C@]1(O)CC[C@H]2C3=C(C4=C(CC3)CC(=O)CC4)[C@@H](C3=CC=C(N(C)C)C=C3)C[C@@]21C,5.02
CC1=CC=C(N2N=CC=N2)C(C(=O)N2CCOC[C@H]2CC2=CC(C3=NOC=N3)=CC=C2F)=C1,4.3
C[C@@H](C1=CC=C(C2=CN(CC3CC3)C(=O)C=C2)C=C1)N1CC[C@](CC(C)(C)O)(C2=CC=CC=C2)OC1=O,5.0
COC1=CC=C(C2=C(CO)N(CC3=CC=CC=C3Cl)C3=CC=C(OC(F)(F)F)C=C23)C=N1,4.85
N#CC1=CC=CC=C1CN1C(N2CCC[C@@H](N)C2)=NC2=CC=C(F)C=C2C1=O,5.6
COC1=CC2=C(C=C1OC(C)C)[C@H](C1=CC=C(Cl)C=C1)N(C1=CC=C(N(C)C[C@H]3CC[C@H](N4CC(=O)N(C)C4)CC3)N=C1)C(=O)C2,4.88
COC1=C(/C=C/C2=CC=C(NS(C)(=O)=O)C=C2)C=C(C2=CC=CNC2=O)C=C1C(C)(C)C,5.96
CN(C)C1=CC=C(C(=C2C=CC(=[N+](C)C)C=C2)C2=CC=C(N(C)C)C=C2)C=C1,5.44
O=C(CC1=NC(=O)C=C(N2CCOCC2)N1)N1CCC2=C(C3=CC=CC=C3)C=CC=C21,4.4
COC1=CC=CC=C1COCCCOC1=CC=C(N2C(=O)CNC[C@@H]2CSC2=CC=C3OCC(=O)N(CC(=O)O)C3=C2)C=C1,4.82
COC1=CC(NC(=O)C2=CC(=O)C3=CC=CC=C3O2)=C(C2=NN(C3=CC=C(CCN4CCC5=CN=CC=C5C4)C=C3)N=N2)C=C1OC,5.97
CN1C2=C(C(=O)N1CC1=CC=CC=C1C(F)(F)F)[C@H]1CC[C@]2(C)C1(C)C,5.32
CC1=CC=C(SC2=CC=CC=C2N2CCNCC2)C(Cl)=C1,5.26
C=CCN1CC(=O)N2[C@@H](CC3=CC=C(O)C=C3)C(=O)N(CC3=CC=CC4=C3N(C)C=C4C3=CC=C(C(=O)NC4=CC=CC(O)=C4)C=C3)C[C@@H]2N1C(=O)NCC1=CC=CC=C1,5.09
CCCCCCCCCCCC(=O)OCC(CCP(=O)(O)OCCNC(=O)C1=CC=C(CN2C(=O)NC3=C(N)N=C(OCCOC)N=C32)C=C1)OC(=O)CCCCCCCCCCC,4.87
CN1CCN(C2=CC(N3CCC[C@H]3C(=O)NCCC3=CC=C(C#N)C=C3)=NC(C(F)(F)F)=N2)CC1,5.66
O=C(NC(CN1C=CN=C1)C(=O)C1=CC=CC(F)=C1)C1=CC=C(C2=CC=C(Cl)C=C2)S1,5.93
CC(C)C1=C2C(NC3=CC(C(=O)NC4CC4)=C(F)C=C3F)=NC=NN2C=C1C1=NN=C(OCC2CCNCC2)O1,5.12
N#CC1=CC=C(OC2=CC=C(S(=O)(=O)NC3=CC=C(F)C=N3)C=C2C#N)C=C1Cl,4.76
C[C@@H](OC1=C(C(N)=O)SC(N2C=NC3=CC(C4=CN(C)N=C4)=CC=C32)=C1)C1=CC=CC=C1Cl,6.7
CN([C@@H]1CCC2=C(CC(=O)O)N3C=CC=CC3=C2C1)S(=O)(=O)C1=CC=C(F)C=C1,4.96
CC(=O)NC1=CC=CC(C2=CC=C(C(O)(C3=CNC=N3)C3CC3)C=C2)=C1,5.26
COC1=CC=C2C(=C1)[C@]1(C[C@H]1C1=CC3=NNC(/C=C/C4=CC=C(CN5C[C@@H](C)O[C@@H](C)C5)C=C4)=C3C=C1)C(=O)N2C,5.0
CNC1=NC2=CC=CC=C2N1CC1=C(C(=O)N2CCC2)C2=C(S1)N(CC(C)C)C(=O)N(C)C2=O,6.0
COC1=CC=C2NC(=O)[C@@]3(C[C@H]3C3=CC4=NNC(/C=C/C5=CC=C(CN6CCCCC6)C=C5)=C4C=C3)C2=C1,5.27
COC1=CC=CC=C1N1CCN(CCCCNC(=O)C2=CC=C(B3C=CC=CN3)C=C2)CC1,4.96
CC(=O)N1C2CCC1CN(C(=O)CC1([C@H]3COC[C@@H](C4CC4)N3S(=O)(=O)C3=CC=C(Cl)C=C3)CC1)C2,4.945
CCC1=NC(N)=NC(N)=C1C1=CC=C2OC(C)(C3=CC(F)=CC(F)=C3)C(=O)N(CCC(=O)NC)C2=C1,6.8
CC1=NN=C2SC(C(=O)NCC3=CC=C(C4=CC=NC=C4)C=C3)=C(N)C2=C1C,6.47
COC1=CC(C2=CC=NC(NC(C)=O)=C2)=CC=C1OC[C@@H](N)CC(C)C,5.16
C=CCN1CC(=O)N2[C@@H](CC3=CC=C(O)C=C3)C(=O)N(CC3=CC=CC4=C3N(C)C=C4C(=O)N3CCN4CCCC4C3)C[C@@H]2N1C(=O)NCC1=CC=CC=C1,5.18
CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CN(CC(C)(C)O)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,5.545
O=C(NC1CCN(CC2=CC=C3OCOC3=C2)CC1)C1=CC(=O)C2=CC=C(F)C=C2O1,4.63
C=CCN1CC(=O)N2[C@@H](CC3=CC=C(O)C=C3)C(=O)N(CC3=CC=CC4=C3N(C)C=C4C(=O)NN3CCCC3)C[C@@H]2N1C(=O)NCC1=CC=CC=C1,4.76
CCOC1=NC(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(C3=CC(C4=CC=CC(C#N)=C4)=CS3)C2)=NC=C1F,6.16
CC(C)C1=NC(CN(C)C(=O)N[C@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](CC2=CC=CC=C2)NC(=O)OCC2=CN=CS2)CC2=CC=CC=C2)=CS1,6.82
CC[C@@H]1CCC[C@H](C2(CC3=NOC(CN(C)C(C)(C)CO)=N3)CC2)N1S(=O)(=O)C1=CC=C(Cl)C=C1,5.4
CC(C)(C)CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)C(=O)C1=CC=C2N=C(N3CCCC3)OC2=C1,7.57
O=C(N[C@@H](C1=CC=CC=C1F)C1CC1)C1=CC=C2NN=C(C3=CC=C(N4C5CCC4COC5)C=C3)C2=C1,6.62
CC(C)C[C@H](NCCCN)C1=CC=CC=C1N1CCN(C(=O)[C@@H](CC2=CC=C(Cl)C=C2Cl)N2CCCC2=O)CC1,5.47
O=C(C1=CC=CC(Cl)=C1)N1CCC(=CC#CC2=CC=CC(Cl)=N2)CC1,5.64
CC(OC1=CC=C2N=C(N)N(CC(O)C3=CC=C(C(F)(F)F)C=C3Cl)C2=N1)C(F)(F)F,4.69
CCN1C([C@@H](C)NS(=O)(=O)C2=CC=CN=C2)=NC2=CC=C(C(F)(F)F)C=C21,6.08
O=C(NCC1=CC=NC=C1)C1=CC=C(OC2=CC=C(Cl)C=C2)C=C1,6.0
O=S(=O)(NC1=NC=CS1)C1=CC(Cl)=C(NCC2(CN3CCCC3)CC2)C=C1F,4.7
O=C(N[C@H](CC1=CC(Br)=C2NC(=O)OC2=C1)C(=O)N1CCC(N2CCCCC2)CC1)N1CCC(N2CC3=CC=CC=C3NC2=O)CC1,5.14
CC1=CC2=C(NC(=O)N[C@@H]3CC(CF)(CF)OC4=CC=C(F)C=C43)C=CC=C2C=N1,4.82
COC1=CC=C2NC(=O)[C@@]3(C[C@H]3C3=CC4=NNC(/C=C/C5=CC=C(N6CCN(C)CC6)N=C5)=C4C=C3)C2=C1,5.31
CC1=CC(OC2=CN=CC(F)=C2)=CC(C(=O)NC2=CC=CC(F)=N2)=N1,5.1
CCN(CC)C(=O)[C@@H](C)N1CC2=NC(C)=C(CN)C(C3=CC=C(Cl)C=C3Cl)=C2C1=O,5.02
N#C[C@@H]1C[C@H](F)CN1C(=O)C[C@H](N)CC1=CC(F)=C(F)C=C1F,4.25
NC1=NC(N2C=C(C(=O)O)C(=O)C3=CC(F)=C(N4CC(N)C4)C(Cl)=C32)=C(F)C=C1F,4.87
CCCCNC1=NC(N)=NC2=CC=CC(C(=O)N(C)CC3=CC=CC=C3)=C12,5.07
CC1=CC(NC2=NC3=NNC=C3C(NC3=CC=CC=C3S(=O)(=O)C(C)C)=N2)=C(OC(C)C)C=C1C1CCN(C)CC1,5.48
COCCS(=O)(=O)N1CCN(C2=CC=C(OC[C@@H]3CO[C@@](CN4C=CN=C4)(C4=CC=C(Cl)C=C4Cl)O3)C=C2)CC1,6.73
COC1=CC=C(C(O)C2=C3C(C)=NNC3=NC3=C(C)C=C(OC)C=C23)C=C1,5.92
C1=CC=C(C2=NN=C3CCC4=CC(C5=CC=CN=C5)=CC=C4N32)C=C1,4.44
CN1C=C(C2=CC=C3C(=C2)CCN3C(=O)CC2=CC=CC(C(F)(F)F)=C2)C2=C(N)N=CN=C21,4.945
CC(C)(O)C1=CN=CC(N2N=CC3=C(C(F)(F)F)C=CC=C32)=C1,4.37
C[C@H](CN1C=NC2=C(N)N=CN=C21)OCP(=O)(O)OCCCOCCCCCCCCCCCCCC#CC(F)(F)F,4.92
O=C(/C=C/C1=CC=C2OCOC2=C1)C1=CC=CN=C1,4.92
CC(C)(C)CN1C=C(CN[C@H]2CS(=O)(=O)C[C@@H](CC3=CC(F)=C(N)C(OC(C(F)(F)F)C(F)(F)F)=C3)[C@@H]2O)C=N1,5.17
CC(C)C1=NC(C2=CC=C(F)C=C2)=C(C2=CC=C3N=C(N)N(S(=O)(=O)C(C)C)C3=C2)N1,5.21
C=CCN1CC(=O)N2C(CC3=CC=C(O)C=C3)C(=O)N(CC3=CC=CC4=C3N(C)C=C4C(=O)NC3=CC=C(N4CCN(CCO)CC4)N=C3)CC2N1C(=O)NCC1=CC=CC=C1,5.22
CN1CCN(C2=CC=C(C(=O)N3CCN(C(=O)C[C@H](N)CC4=CC(F)=C(F)C=C4F)CC3)C=C2)CC1,6.0
COC1=CN=C(N2C=NC=N2)C2=C1C(C(=O)C(=O)N1CCN(C(=O)C3=CC=CC=C3)CC1)=CN2,6.0
CC1=NC(C(F)(F)F)=CC=C1CN1C(=O)C(C2=CC=NC=C2)=C(C2=CC=C(Cl)C=C2)C2=NN(C)C(=O)N21,5.17
COC1=CC2=C(C=C1C1=C(C)ON=C1C)N=CC1=C2N(C2=CC=CC=C2OC(F)(F)F)C(=O)N1,5.7
COC(=O)N1CCN(C2=CC(C)=C3NC(C4=C(NC[C@@H](O)C5=CC=CC(Cl)=C5)C=CNC4=O)=NC3=C2)CC1,6.16
COC(=O)C1=CC=CC(COC2=CC=C3C=C(C(C(C)N(C)C)N4C=CN=C4)C=CC3=C2)=C1,6.74
NC1=CC(CC2=NN(CC3=CC=C4C=NC=CC4=C3)C=C2)=C2NN=NC2=N1,6.68
COC1=NC(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(C3=CC(C4=CC=CC(C#N)=C4)=CS3)C2)=NC(C)=C1F,4.96
CN1CCN(CC2=CN(S(=O)(=O)C3=CC=C(F)C=C3)C3=CC=CC=C23)CC1,5.74
ClC1=CC=C(CO/N=C(\CN2C=CN=C2)C2=CC=C(Cl)C=C2Cl)C(Cl)=C1,7.05
CN1C(NCCC2=CC=C(OC3=CC=C(Cl)C=C3)C=C2)=NC2=CC(Cl)=CC=C2C1=O,4.695
CN(C)S(=O)(=O)C1=CC=CC(CC(=O)NC2=NC(C3=CNC4=NC=CC=C34)=CS2)=C1,5.64
CC(C)(C1CCN(C(=O)C2=CC=C(S(C)(=O)=O)C=C2OC(F)(F)F)CC1)S(=O)(=O)C1=CC=CC(C(F)(F)F)=C1,5.0
C=CCN1CC(=O)N2[C@@H](CC3=CC=C(O)C=C3)C(=O)N(CC3=CC=CC4=C3N(C)C=C4C(=O)N3CCN(C)CC3)C[C@@H]2N1C(=O)NCC1=CC=CC=C1,4.91
O=S(=O)(NC1=CC=C(CCNC[C@H](O)C2=CC=CN=C2)C=C1)C1=CC=C(C2=NC(C3=CC=C(C(F)(F)F)C=C3)=CS2)C=C1,5.03
CN(C)CCN(CC1=CC=C(C2=CC=C(Cl)C=C2)C=C1)C(=O)CN1C=C(CC2=CN(C)N=C2)C(=O)N=C1SCC1=CC=C(F)C=C1,5.1
N#CC1(NC(=O)[C@H](CC2=CC=C(OC(F)(F)F)C(Cl)=C2)NC(=O)C2=NN(C3=CC=C(F)N=C3)N=C2)CC1,4.33
COC(=O)N[C@H](C(=O)N1CCC[C@H]1C1=NC(C2=CC=C(C3=CC=C(C4=CNC([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)=N4)C=C3)C=C2)=CN1)C(C)C,5.14
CC(C)(C)SC1=C(CC(C)(C)C(=O)O)N(CC2=CC=C(Cl)C=C2)C2=CC=C(OCC3=CC=C4C=CC=CC4=N3)C=C12,6.76
COC1=CC=CC=C1C1C2=C(NN=C2C(C)(C)C)C(=O)N1C1=CC=C(C2=NC(C)=NO2)C=C1,5.7
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H]3[C@H]2O/C(=N\C(C)(C)C)N3C)[C@](C)(OC)C[C@@H](C)C(=O)N[C@H](C)[C@@H](O)[C@]1(C)O,5.85
O=S(=O)(NC[C@@H]1OCC[C@@]2(S(=O)(=O)C3=CC=C(Cl)C=C3)C3=C(F)C=CC(F)=C3OC[C@@H]12)C(F)(F)F,4.67
OC1=CC=C2C=CC(C3=CC=CN=C3)=C(F)C2=C1,5.9
CC[C@@H](C)N1N=CN(C2=CC=C(N3CCN(C4=CC=C(OC[C@H]5CO[C@](CN6C=NC=N6)(C6=CC=C(Cl)C=C6Cl)O5)C=C4)CC3)C=C2)C1=O,8.4
CCCCC(C(=O)COC1=C(F)C(F)=CC(F)=C1F)N1C=C([C@@](C)(NCC2=CC=C3N=CC=CC3=C2)C(C)C)N=N1,5.42
COC1=CC=CC(CC(=O)NC2=CC(C3=CC=NC=N3)=CS2)=C1,5.7
CN1C(=O)[C@@](C2=CC=C(OC(F)F)C=C2)(C2=CC=CC(C#CC3CC3)=C2)N=C1N,7.0
CN[C@@H](CN1C(=O)C(C2=CC=CC(OCCC(C)(C)CC(=O)O)=C2F)=C(C)N(CC2=C(F)C=CC=C2C(F)(F)F)C1=O)C1=CC=CC=C1,5.0
CN1CCN(C2=CC=C3N=C(N)N(CC(O)C4=CC=C(C(F)(F)F)C=C4Cl)C3=N2)CC1,4.85
CCN(CC)C(C1=CC=CC(NC2=CC=NC3=CC(Cl)=CC=C23)=C1)C1=NN=NN1C(C)(C)C,8.22
NC(=O)C1=CC(Cl)=C2C(Cl)=C(C3CC3)N([C@H]3CCCNC3)C2=N1,4.68
O=C1C=C(C2=CC=C(Cl)C=C2Cl)C=CN1C1=CC=C2C(=C1)C=NN2CCN1CCCC1,5.77
COC1=CC(CNC2=CC=C(CC3=CNC4=NC=C(C)C=C34)C(F)=N2)=C(F)C=N1,5.3
C=CCN1CC(=O)N2[C@@H](CC3=CC=C(O)C=C3)C(=O)N(CC3=CC=CC4=C3N(C)C=C4C3=CC=C(C(=O)NC4=CC=C(OC)C=C4)C=C3)C[C@@H]2N1C(=O)NCC1=CC=CC=C1,4.71
CCOC1=CC=C(CC(=O)NC2=CC(N3N=C(C)C=C3C)=NC(C3=CC=CC=N3)=N2)C=C1OC,5.16
CN1C=CC(CN(C(=O)CN2N=NC3=CC=CC=C32)C2=CC=C(NC(=O)C3CC3)C=C2)=C1,5.34
CCCOC1=NC(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(C3=CC(C4=CC=CC(C#N)=C4)=CS3)C2)=NC=C1F,5.92
CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@H](C)[C@@H](O)C1=CC=CC=C1)OC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C(=O)OCC1=CC=C(NC(=O)[C@H](CCCNC(N)=O)NC(=O)[C@@H](NC(=O)CCCC2=CN(CCCNC(=O)[C@H](CC3=CC=C(O)C=C3)NC(=O)[C@H](CC3=CC=CC=C3)NC(=O)CCC(=O)NCCCCCC(=O)N(CCCC[C@H](NC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)CC3=CC=CC(Cl)=C3)N=N2)C(C)C)C=C1)C(C)C,4.95
CCOC(=O)C1C(C)=NC2=NC3=CC=CC=C3N2C1C1=NC=CN1,5.34
NC1=CC(CN2CCC(F)(C(=O)N3CCC(N4CC5=CC=CC=C5CC5=CC=CC=C54)CC3)CC2)=CC=N1,4.75
CC(C)(C)OC(=O)N[C@@H](CS[C@@H](CC1=CC=CC=C1)C(=O)NCCC1=CC=CN=C1)CC1=CC=CC2=CC=CC=C12,6.45
OC1=CC=C(C2=CC=C(CNCCC3=CNC4=NC=C(F)C=C34)O2)C=C1,5.11
C=CCN1CC(=O)N2[C@@H](CC3=CC=C(O)C=C3)C(=O)N(CC3=CC=CC4=C3N(C)C=C4C3=CC=C(C(=O)N4CCSCC4)C=C3)C[C@@H]2N1C(=O)NCC1=CC=CC=C1,5.75
COC1=CC=C(F)C=C1C(C)(C)CC(O)(CC1=CC2=CC(S(C)(=O)=O)=NC=C2N1)C(F)(F)F,5.7
CC(=O)N[C@@H](C)/C=C/C1=CC=C(OC2=CC=C3N=C(C(C)C)SC3=C2Cl)N=C1,4.72
CC1=CC=C(SC2=CC=CC=C2N2CCNCC2)C(C)=C1,5.0
COCCN1CCN(C(=O)C2=NC3=CC(C(F)(F)F)=C(C)C([N+](=O)[O-])=C3S2)CC1,4.02
CCN(C)C1=NC2=CC=C(C(=O)N(C)C[C@@H](O)[C@H](CC3=CC=CC=C3)NC(=O)OCC3=CN=CS3)C=C2O1,6.96
COC1=CC2=C(C=C1C(F)(F)F)N(C(=O)NC1=CC(F)=CC(C3=CC=CN=C3)=C1)CC2,5.05
CO[C@@H]1COCC[C@@H]1N[C@@H]1C[C@H]2CCC[C@@]2(C(=O)N2CCC3=NC=C(C(F)(F)F)C=C3C2)C1,5.12
CS(=O)(=O)C1=CC=C2C(=C1)CC[C@@H]([C@H]1C3=CC=CC=C3C3=CN=CN31)[C@@H]2O,5.55
CCCCC[C@H](O)CC(=O)CCC1=CC=C(OC)C(O)=C1,4.44
CC1=C(C2=CC=CC=N2)ON=C1C(=O)NC1=CN([C@H](C)C2=CC=C(C(F)(F)F)C=C2C(F)(F)F)N=C1,4.8
CC1=C2C=C(C3=CC(OC[C@@H](N)CC4=CNC5=CC=CC=C45)=CN=C3C3=COC=C3)C=NC2=NN1,6.7
O=C(N[C@@H](CC1=CC=CC=C1)CN(CC1=CC=CN=C1)C[C@H](CC1=CC=CC=C1)NC(=O)OCC1=NC=CS1)OCC1=CN=CS1,7.18
NC(=O)C1=C(CC(=O)N2CCC3=C(Br)C=CC=C32)N=C(N2CCOCC2)S1,4.4
CC1=CC=CC(C)=C1CNC1=CC(N2N=CN=C2CO)=CN2C(C)=C(C)N=C12,4.74
CCCNC(=O)C1=CN2N=CN=C(NC3=CC(C(=O)NC4CC4)=CC=C3C)C2=C1C,4.75
O=C(NC1CCN(CC2=CN(C3=CC=C(C(F)(F)F)C=C3)C=C2)CC1)N[C@H](CO)C1=CC=CC=C1,4.69
C[C@H](C1=NC2=NC=CC=C2C(=O)N1C1=CC=C(O)C=C1)N(CC1=CC=CN=C1)C(=O)CC1=CC=C(OC(F)(F)F)C=C1,6.6525
CCC1=CC=CC(C2=C(Cl)C=CC=C2C(O)(CCCNC(=O)OC)[C@@H]2CCCN(C(=O)CCCNC)C2)=C1,6.85
CC1=CC=CC(C)=C1CNC1=NC(N2C=CC=CC2=O)=CC2=C1NC(C)=C2C,4.785
O=C(NC1=CC=C2OC(CCO)C(=O)NC2=C1)C1CCN(C2=CC(F)=C(F)C(F)=C2)CC1,5.43
COC1=CC=C2C(=C1)NC1=C(N3CCN(CCC4=CC=C(F)C(F)=C4)CC3)N=CN=C12,5.82
C[C@@H](C1=CC=C(C2=CN(C(F)F)C(=O)C=C2)C=C1)N1CC[C@](CC(C)(C)O)(C2=CC=CC=C2)OC1=O,4.68
CCN(CC)CCOC1=CC=C2C=C1COCC=CCOCC1=CC=CC(=C1)C1=CC=NC(=N1)N2,5.55
CC(C)C1=NC(CN(C)C(=O)N[C@H](C(=O)N2CCC(NC(=O)OCC3=CN=CS3)CC2)C(C)C)=CS1,5.74
COCCOCC(=O)N1CCN(C2CCN(C3=CC(C)=C4NC(C5=C(NC[C@@H](O)C6=CC=CC(Cl)=C6)C=CNC5=O)=NC4=C3)CC2)CC1,8.52
CCOC(=O)/C=C/C1=C(OC)C=CC2=CC(C3=CC=CC(OC)=C3)=CC=C12,5.8
CCN(CC)CCN(CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1)C(=O)CN1C=C(SC)C(=O)N=C1SCC1=CC=C(F)C=C1,4.82
COC1=CC([C@H]2COC3=CC=CC=C3[C@@H]2O)=CC=C1O,4.0
CC1=CC=C(N2N=CC=N2)C(C(=O)N2CCOC[C@H]2CC2=CC=CC(N3C=NC=N3)=C2)=C1,5.22
OCC1=NC=C2CN=C(C3=CC=CC=C3F)C3=CC(Cl)=CC=C3N21,5.285
CC(C)COC1=NC=C(OC2=NC=CC3=CC(C(=O)NS(C)(=O)=O)=CC=C23)C=C1Cl,4.625
CC(C)S(=O)(=O)NC1=CC=CC(CC(=O)NC2=NC(C3=CNC4=NC=CC=C34)=CS2)=C1,5.31
CCOCCN1C(=O)N(C2CCN(C(=O)C3CCN(CC4=CC=NC=C4)CC3)CC2)C2=CC=CC=C21,4.87
CC(C)CC1N2C=NC=C2CN(CC2=CC=CS2)S1(=O)=O,5.94
COC1=CC=CC(CNC(=O)CC2(C)CC3(CCCCC3)OO2)=C1,5.43
CC1=NC=CC=C1OC1=NC=C(Cl)C=C1NS(=O)(=O)C1=CC=C(Cl)C(Cl)=C1,4.71
CCC1=CC=C(CC2=CC([C@]3(O)C[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=C(OC)C=C2OC)C=C1,4.54
CCC1=C(Cl)NC2=NC=C(C3=CC=C(N)C(C(=O)N(C)C)=C3)C=C12,6.7
CN[C@H]1CC[C@](CCOC2=CC(F)=C(S(=O)(=O)NC3=NC=NS3)C=C2F)(C2=CC=CC=C2)CC1,6.35
COC1=CC=C(CCNC2=NC3=CC(Cl)=CC=C3C(=O)N2C)C=C1,5.37
CCC1=NC(C2=CC=C(F)C=C2)=C(C2=CC=C3N=C(N)N(S(=O)(=O)C(C)C)C3=C2)N1,5.36
CC(C)C(=O)N1CCC(C2=CC=C(C(=O)N=C(N)N)C=C2C(F)(F)F)CC1,6.4
CO/N=C(\C)C1=CC=C(N2C=CN=C2)C(NC(=O)C2=CN=C(C3=CC=CC=C3)N=C2)=C1,4.75
CC1=CC(N2CCC(NC(=O)C3CC3)CC2)=CC2=C1N=C(C1=C(NC[C@@H](O)C3=CC=CC(Cl)=C3)C=CNC1=O)N2,9.15
COCC(=O)O[C@]1(CCN(C)CCCC2=NC3=CC=CC=C3N2)CCC2=CC(F)=CC=C2[C@@H]1C(C)C,6.579999999999999
CC1=CC=C(N2N=CC=N2)C=C1C[C@@H]1COCCN1C(=O)C1=CC=C(Cl)C=C1N1N=CC=N1,4.85
ClC1=CC=C(CN2CCO[C@H](CCC3=CC=CC=C3)C2)C=C1,4.81
CN1C=NC(CNC2=CC(Br)=C3N=CC(C#N)=C(NC4=CC=C(F)C(Cl)=C4)C3=C2)=C1,4.82
C=CCN1CC(=O)N2[C@@H](CC3=CC=C(O)C=C3)C(=O)N(CC3=CC=CC4=C3N(C)C=C4C3=CC=C(NC(=O)NC4=CN=CC=N4)C=C3)C[C@@H]2N1C(=O)NCC1=CC=CC=C1,5.34
CN(C)CC(=O)N1CCC2(CC1)C(=O)NC1=CC(/C=C3\C4=CC=CC=C4COC4=CC(F)=CC=C34)=CC=C12,5.32
CN1CCN(C2=CC(N3CCC[C@@H](C(=O)NCCC4=CC=C(C#N)N=C4)C3)=NC(C(F)(F)F)=N2)CC1,5.0
OC(CC1C2=C(F)C=CC=C2C2=CN=CN21)C1CCCCC1,5.7
CCC(C1=NC2=CC(Cl)=CN=C2N1)[C@H]1CC[C@@H](C2=CC=NC3=CC=C(C(F)(F)F)C=C32)CC1,5.71
NC(=O)CN1C=C2N=CC=C(NC3=CC=NC(C4=CC(Cl)=CC=C4F)=C3)C2=N1,4.9
CN1C(C2=CC=NC=C2)=C(C2CCCC2)C2=CC=C(C(=O)NC3(C(=O)NC4=CC=C(/C=C/C(=O)O)C=C4)CCCC3)C=C21,5.37
CN(C)C(=O)CN1C(=O)N(C)C(=O)C2=C1C=C(N1CCC[C@@](C)(N)C1)N2CC1=CC(F)=CC=C1Cl,4.87
O=C(O)C1=CC=C(N2CCC3(C=C(C4=C(C5CC5)ON=C4C4=C(Cl)C=CC=C4Cl)C3)CC2)N=C1,5.96
CC(C)OCC1N2C=NC=C2CN([C@@H](C)C2=CC=C(Cl)C=C2)S1(=O)=O,6.92
CN(C)CC1=CC=C(/C=C/C2=C3C=CC(/C=C4/C(=O)NC5=CC=CC=C45)=CC3=NN2)C=C1,5.515000000000001
FC1(F)CCN(CCC2=C(CC3=CN=CC=N3)C3=CC=CC=C3C2)C1,5.85
C[C@@H](OC1=CC(NC(=O)C2=CN(CCN3CCOCC3)C3=CC(Br)=C(C=O)N=C23)=NC=C1C#N)C1=C(Cl)C=NC=C1Cl,5.57
